id,average_rating,num_votes,is_adult
587,7.4,991,False
588,2.4,2972,False
589,8.4,391,False
590,4.1,748,False
591,7.8,200,False
592,4.6,1320,False
593,6.3,3978,False
594,5.2,236,False
595,5.9,658,False
596,7.2,13767,False
597,5.1,6637,False
598,6.3,22783,False
599,4.6,2659,False
600,7.6,10825,False
601,7.8,8993,False
602,7.9,8544,False
603,7.1,1585,False
604,7.4,2016,False
605,7.7,1246,False
606,5.9,42,False
607,5.5,416,False
608,8.7,790,False
609,7.5,526,False
610,5.3,7862,False
611,7.8,550,False
612,6.2,139,False
613,6.1,27274,False
614,4.0,4612,False
615,4.3,2352,False
616,6.4,2362,False
617,6.4,295,False
618,5.9,1159,False
619,7.2,7385,False
620,8.0,158,False
621,5.3,19679,False
622,7.5,1763,False
623,5.9,12,False
624,4.1,3650,False
625,7.3,16,False
626,6.4,11251,False
627,6.9,126,False
628,7.6,6985,False
629,6.6,2209,False
630,7.3,22141,False
631,6.5,3418,False
632,4.8,604,False
633,4.0,391,False
634,6.4,201746,False
635,5.4,35362,False
636,6.5,18847,False
637,5.7,2700,False
638,6.5,228,False
639,6.4,1692,False
640,6.9,93,False
641,4.0,788,False
642,6.7,5731,False
643,8.4,7103,False
644,8.4,4946,False
645,8.2,9070,False
646,7.3,6360,False
647,6.8,116,False
648,8.6,2370,False
649,8.6,2915,False
650,8.4,2197,False
651,6.3,1045,False
652,6.2,10855,False
653,7.7,127824,False
654,7.6,182,False
655,6.7,5814,False
656,5.9,171,False
657,2.7,2350,False
658,6.6,285307,False
659,6.4,210,False
660,6.7,711,False
661,5.7,3195,False
662,5.5,11,False
663,5.1,1735,False
664,5.8,332,False
665,7.9,5613,False
666,4.1,361,False
667,7.1,3979,False
668,4.1,57,False
669,6.9,10603,False
670,7.5,4103,False
671,8.5,19080,False
672,7.7,367372,False
673,6.2,33,False
674,7.2,115467,False
675,7.3,5044,False
676,7.3,639958,False
677,7.5,36,False
678,2.5,2367,False
679,3.9,960,False
680,6.2,5389,False
681,8.0,6,False
682,6.4,19087,False
683,8.1,62570,False
684,7.4,5065,False
685,5.3,9153,False
686,6.7,7154,False
687,6.6,2856,False
688,6.8,14,False
689,7.4,2169,False
690,6.8,25520,False
691,6.7,575,False
692,6.6,6312,False
693,6.5,2968,False
694,5.8,2107,False
695,6.3,1888,False
696,6.4,60355,False
697,3.2,543,False
698,5.0,973,False
699,7.6,11732,False
700,6.1,679,False
701,7.6,242918,False
702,7.1,2256,False
703,7.3,193267,False
704,4.6,193,False
705,7.3,15034,False
706,5.8,14869,False
707,9.3,34202,False
708,7.1,68348,False
709,6.4,76114,False
710,7.4,186357,False
711,6.3,375,False
712,7.3,1635,False
713,7.3,596,False
714,8.4,8893,False
715,8.5,7414,False
716,5.0,98,False
717,5.6,5166,False
718,4.7,195,False
719,6.2,411,False
720,7.1,1739,False
721,5.5,2169,False
722,8.2,1506,False
723,8.2,2817,False
724,7.2,613,False
725,6.4,299,False
726,4.7,22451,False
727,7.2,2016,False
728,5.0,7144,False
729,6.3,7,False
730,6.4,348,False
731,6.8,192365,False
732,5.6,2670,False
733,6.7,5047,False
734,5.8,64,False
735,7.4,3398,False
736,5.6,1132,False
737,6.7,3844,False
738,7.8,103546,False
739,2.3,1338,False
740,5.5,54,False
741,9.8,5,False
742,5.9,145,False
743,6.4,97,False
744,7.4,287,False
745,7.7,240,False
746,6.0,198,False
747,7.2,1394,False
748,7.4,192,False
749,5.1,10393,False
750,5.8,398,False
751,6.3,566,False
752,5.3,5327,False
753,5.2,744,False
754,5.4,390,False
755,7.0,26077,False
756,7.9,9246,False
757,5.6,123,False
758,5.6,1758,False
759,6.6,18545,False
760,8.1,324,False
761,5.3,431,False
762,7.1,533,False
763,5.4,465,False
764,5.9,27440,False
765,5.9,871,False
766,5.2,3994,False
767,5.8,248,False
768,6.8,890,False
769,8.0,76,False
770,8.2,136,False
771,6.7,7,False
772,7.7,24,False
773,6.5,32,False
774,4.9,779,False
775,7.2,17,False
776,8.1,84,False
777,6.7,6,False
778,7.7,1210,False
779,6.3,600,False
780,7.3,101789,False
781,6.4,526,False
782,5.9,39,False
783,7.2,73284,False
784,6.5,103,False
785,6.3,171081,False
786,7.7,1634,False
787,8.5,558,False
788,7.9,399,False
789,6.7,61237,False
790,7.3,4219,False
791,5.8,21,False
792,6.7,882,False
793,7.1,4535,False
794,6.0,130,False
795,4.8,128,False
796,8.6,276,False
797,7.7,348,False
798,6.5,11805,False
799,7.9,9,False
800,5.2,5,False
801,6.7,69,False
802,7.4,70,False
803,6.8,346,False
804,7.0,571,False
805,6.1,554,False
806,5.4,2395,False
807,6.7,1024,False
808,6.8,17,False
809,7.7,451,False
810,7.7,1370,False
811,5.8,1084,False
812,6.8,226,False
813,6.5,9700,False
814,6.8,308,False
815,5.4,8862,False
816,3.6,461,False
817,4.8,486,False
818,7.5,1074,False
819,6.3,13,False
820,7.7,1040,False
821,6.4,79625,False
822,7.1,52,False
823,6.0,160,False
824,7.1,17,False
825,6.2,3012,False
826,6.3,44,False
827,7.5,51792,False
828,5.5,551,False
829,6.1,2590,False
830,5.2,10597,False
831,6.1,8940,False
832,6.4,5896,False
833,5.8,1674,False
834,6.9,246,False
835,5.3,19001,False
836,6.2,3579,False
837,5.4,869,False
838,5.4,1022,False
839,3.7,9393,False
840,5.1,7369,False
841,6.2,482,False
842,7.6,3686,False
843,7.7,1051,False
844,4.2,849,False
845,4.8,5,False
846,6.8,23551,False
847,8.2,13862,False
848,6.2,689,False
849,5.9,27568,False
850,4.7,431,False
851,7.5,78,False
852,6.9,39650,False
853,7.0,97,False
854,7.8,28,False
855,5.6,3048,False
856,6.5,46543,False
857,7.2,794,False
858,5.8,4478,False
859,6.0,85,False
860,6.6,71577,False
861,6.9,569,False
862,6.5,1693,False
863,7.3,1926,False
864,3.6,37,False
865,7.5,3259,False
866,8.2,42,False
867,7.0,580,False
868,6.5,2175,False
869,5.6,142,False
870,6.3,165,False
871,7.5,41,False
872,7.1,1724,False
873,7.0,561,False
874,7.2,117883,False
875,7.9,1556,False
876,7.4,169852,False
877,6.7,9361,False
878,6.0,44050,False
879,5.5,20350,False
880,6.1,309,False
881,7.1,2276,False
882,6.2,80032,False
883,7.6,54,False
884,8.0,21,False
885,8.0,586747,False
886,6.0,319,False
887,6.1,5028,False
888,8.0,45727,False
889,8.1,848396,False
890,6.8,544,False
891,5.8,5553,False
892,4.3,14169,False
893,6.3,565,False
894,4.2,2067,False
895,6.0,648,False
896,7.6,1652,False
897,7.9,132,False
898,7.8,630,False
899,6.7,19172,False
900,5.6,2643,False
901,4.2,97,False
902,4.0,7,False
903,4.7,2927,False
904,6.6,14597,False
905,7.0,5496,False
906,6.6,5765,False
907,6.5,7382,False
908,6.1,3202,False
909,7.3,9262,False
910,4.7,2772,False
911,7.0,41,False
912,5.6,514,False
913,6.4,12290,False
914,6.8,231579,False
915,7.6,32,False
916,7.8,2678,False
917,6.6,434038,False
918,5.5,177418,False
919,4.9,121719,False
920,6.9,17046,False
921,5.4,4947,False
922,7.2,132902,False
923,3.7,478,False
924,8.1,4545,False
925,6.8,3530,False
926,8.1,4102,False
927,7.4,146,False
928,6.4,16,False
929,7.4,3092,False
930,7.3,199217,False
931,8.3,1597,False
932,7.2,2352,False
933,7.0,2202,False
934,6.0,49368,False
935,5.0,64195,False
936,5.7,135,False
937,4.7,93,False
938,5.7,86822,False
939,5.3,22,False
940,5.0,201,False
941,7.9,304,False
942,6.6,88644,False
943,7.1,31,False
944,6.3,482,False
945,6.5,1884,False
946,2.9,1278,False
947,7.3,1528,False
948,6.9,41798,False
949,6.3,70024,False
950,7.7,801,False
951,6.5,4151,False
952,9.0,9,False
953,7.1,169,False
954,5.7,1036,False
955,6.5,1446,False
956,6.6,1613,False
957,5.9,1615,False
958,6.6,6267,False
959,6.3,1802,False
960,4.3,1533,False
961,6.4,834,False
962,6.9,13841,False
963,5.8,1283,False
964,5.7,10107,False
965,5.1,736,False
966,4.4,5187,False
967,5.2,1192,False
968,5.1,3818,False
969,5.4,44769,False
970,7.3,70068,False
971,5.1,1031,False
972,7.2,3435,False
973,6.8,8797,False
974,8.3,11736,False
975,6.5,2607,False
976,6.2,1380,False
977,7.3,2705,False
978,6.0,46289,False
979,5.8,43542,False
980,6.0,790,False
981,6.2,1320,False
982,8.6,706004,False
983,6.4,1155,False
984,5.5,1974,False
985,6.5,2074,False
986,6.2,92,False
987,5.8,272001,False
988,5.5,396,False
989,5.8,4975,False
990,5.9,2672,False
991,6.4,308491,False
992,5.1,7029,False
993,7.5,676,False
994,5.7,21797,False
995,6.3,2116,False
996,6.2,21719,False
997,7.4,346696,False
998,6.7,27939,False
999,6.9,208074,False
1000,6.4,92183,False
1001,7.0,375393,False
1002,6.3,100,False
1003,7.3,130897,False
1004,7.1,54,False
1005,8.0,3167,False
1006,6.1,34819,False
1007,4.6,11275,False
1008,5.1,12022,False
1009,5.7,320,False
1010,4.4,596,False
1011,4.8,2470,False
1012,8.0,1007,False
1013,6.2,46,False
1014,5.3,174,False
1015,6.8,927,False
1016,7.2,426,False
1017,4.0,130,False
1018,6.8,14576,False
1019,8.9,22470,False
1020,7.1,48559,False
1021,3.7,57,False
1022,7.0,1813,False
1023,5.7,8315,False
1024,6.0,2036,False
1025,6.5,410,False
1026,7.8,87,False
1027,6.4,1205,False
1028,8.0,14611,False
1029,3.8,1305,False
1030,6.4,136,False
1031,5.6,4415,False
1032,7.2,4494,False
1033,6.6,1595,False
1034,8.8,93,False
1035,8.0,145,False
1036,6.3,283,False
1037,7.2,10165,False
1038,7.2,111,False
1039,8.0,170,False
1040,4.0,229,False
1041,6.8,4895,False
1042,7.8,24495,False
1043,5.4,1350,False
1044,6.1,287,False
1045,8.1,2731,False
1046,4.9,429,False
1047,8.1,163869,False
1048,5.3,687,False
1049,6.3,30784,False
1050,6.9,469,False
1051,7.7,200198,False
1052,5.0,11,False
1053,7.6,1739,False
1054,4.8,303,False
1055,6.7,810,False
1056,6.5,17,False
1057,5.6,281,False
1058,8.2,22374,False
1059,6.6,2441,False
1060,6.6,908,False
1061,7.7,421903,False
1062,7.7,71,False
1063,7.3,222,False
1064,6.6,9,False
1065,8.7,13554,False
1066,7.7,14895,False
1067,6.2,325,False
1068,7.2,754,False
1069,5.0,11,False
1070,7.8,22,False
1071,7.3,4474,False
1072,6.4,118,False
1073,6.9,321,False
1074,6.3,43932,False
1075,6.5,20556,False
1076,7.3,607,False
1077,7.6,688,False
1078,6.9,127,False
1079,5.7,299,False
1080,8.3,40,False
1081,7.2,3392,False
1082,7.7,4344,False
1083,6.9,3484,False
1084,6.3,780,False
1085,8.0,207,False
1086,6.5,561,False
1087,7.8,255306,False
1088,6.1,18129,False
1089,8.3,3713,False
1090,7.7,279,False
1091,6.1,318,False
1092,5.2,21063,False
1093,6.7,1107,False
1094,6.0,814,False
1095,6.1,11458,False
1096,7.2,4499,False
1097,1.5,246,False
1098,3.2,27522,False
1099,6.1,225,False
1100,5.8,182,False
1101,8.2,319,False
1102,6.8,215,False
1103,6.6,542,False
1104,6.0,141,False
1105,7.9,19,False
1106,8.6,17,False
1107,6.4,9478,False
1108,6.5,43467,False
1109,7.4,786,False
1110,5.6,2539,False
1111,6.7,5013,False
1112,6.3,4608,False
1113,5.7,884,False
1114,5.6,64452,False
1115,8.0,447933,False
1116,7.7,7122,False
1117,6.5,1385,False
1118,7.1,255,False
1119,7.9,1359,False
1120,7.0,1355,False
1121,6.2,347,False
1122,8.3,1714,False
1123,8.4,160460,False
1124,5.3,14687,False
1125,8.6,2664,False
1126,6.3,55,False
1127,5.3,82,False
1128,6.7,756,False
1129,6.0,82925,False
1130,5.8,3929,False
1131,6.7,3573,False
1132,6.5,1370,False
1133,4.7,13736,False
1134,2.5,445,False
1135,4.2,1783,False
1136,6.2,42606,False
1137,6.3,71572,False
1138,7.6,6151,False
1139,6.8,461,False
1140,6.3,3139,False
1141,5.1,32,False
1142,8.6,781,False
1143,6.6,2253,False
1144,8.7,2119,False
1145,8.5,22024,False
1146,7.4,1602,False
1147,9.0,26293,False
1148,5.9,157,False
1149,6.3,18720,False
1150,6.6,163,False
1151,6.9,386,False
1152,8.3,743,False
1153,6.7,15609,False
1154,6.3,480,False
1155,7.0,800,False
1156,4.3,487,False
1157,7.4,5044,False
1158,5.5,410,False
1159,7.6,18715,False
1160,2.8,1060,False
1161,6.3,577,False
1162,4.1,499,False
1163,4.5,932,False
1164,6.3,2353,False
1165,6.4,363,False
1166,7.5,10,False
1167,5.3,280,False
1168,7.4,4120,False
1169,8.3,224,False
1170,6.5,2560,False
1171,7.6,36440,False
1172,5.7,47292,False
1173,6.1,553,False
1174,3.0,1402,False
1175,4.5,77558,False
1176,4.4,4195,False
1177,6.8,33374,False
1178,6.3,136,False
1179,5.5,3259,False
1180,7.1,6923,False
1181,4.2,1371,False
1182,6.9,3105,False
1183,2.4,335,False
1184,6.6,2589,False
1185,6.7,973,False
1186,7.2,139379,False
1187,8.0,7,False
1188,7.1,534,False
1189,6.1,1651,False
1190,7.6,27869,False
1191,8.5,13994,False
1192,4.5,4017,False
1193,4.5,2342,False
1194,5.7,6809,False
1195,3.3,793,False
1196,7.4,1967,False
1197,7.2,1486,False
1198,7.5,342,False
1199,3.1,50,False
1200,5.3,13900,False
1201,7.0,95889,False
1202,6.9,716,False
1203,6.2,389,False
1204,7.1,1655,False
1205,8.6,8,False
1206,3.9,1387,False
1207,5.0,414,False
1208,4.5,1107,False
1209,5.2,8899,False
1210,5.0,878,False
1211,5.4,4287,False
1212,6.4,138,False
1213,7.2,2594,False
1214,3.8,5,False
1215,8.5,379,False
1216,6.3,318,False
1217,4.5,457,False
1218,6.2,5403,False
1219,6.4,38,False
1220,5.9,907,False
1221,8.0,28955,False
1222,3.5,338,False
1223,6.0,1263,False
1224,5.1,5497,False
1225,7.8,90,False
1226,5.8,22,False
1227,7.3,13475,False
1228,5.0,2379,False
1229,6.3,2085,False
1230,8.3,194,False
1231,7.8,210,False
1232,5.6,731,False
1233,9.5,32,False
1234,6.4,97,False
1235,7.6,2606,False
1236,7.8,3550,False
1237,5.5,2631,False
1238,7.5,4792,False
1239,6.1,206713,False
1240,4.3,137,False
1241,4.7,63,False
1242,6.7,4958,False
1243,8.1,67325,False
1244,6.9,15304,False
1245,5.3,1685,False
1246,6.6,72,False
1247,7.2,2968,False
1248,6.6,849,False
1249,5.1,31860,False
1250,5.9,101948,False
1251,7.2,15802,False
1252,7.1,89,False
1253,6.5,1755,False
1254,5.5,187,False
1255,8.2,4026,False
1256,6.5,1263,False
1257,6.9,99,False
1258,4.0,583,False
1259,5.7,6937,False
1260,7.9,642230,False
1261,3.9,17,False
1262,7.4,9006,False
1263,4.5,788,False
1264,8.4,1378620,False
1265,8.2,181,False
1266,5.9,381,False
1267,7.4,860,False
1268,8.3,37,False
1269,7.6,5137,False
1270,8.0,70681,False
1271,4.7,7964,False
1272,7.7,54,False
1273,8.1,1026,False
1274,7.6,10688,False
1275,7.3,55017,False
1276,7.3,1059,False
1277,7.7,1837,False
1278,4.4,270,False
1279,6.4,8462,False
1280,4.4,4792,False
1281,7.2,34626,False
1282,7.1,49754,False
1283,5.4,5006,False
1284,5.6,47158,False
1285,6.5,301,False
1286,6.8,106,False
1287,6.8,78,False
1288,8.0,39891,False
1289,6.5,1548,False
1290,5.5,613,False
1291,5.1,12904,False
