id,type,genres,average_rating,num_votes,is_adult
1063,tvEpisode,"Action,Adventure,Animation",7.3,222,False
1064,short,"Drama,Short",6.6,9,False
1065,tvSeries,"Comedy,Romance",8.7,13554,False
1066,tvSeries,Comedy,7.7,14895,False
1067,movie,"Comedy,Drama",6.2,325,False
1068,movie,"Comedy,Drama,Romance",7.2,754,False
1069,movie,"Comedy,Thriller",5.0,11,False
1070,tvSeries,Romance,7.8,22,False
1071,tvSeries,"Comedy,Horror",7.3,4474,False
1072,movie,"Drama,Romance",6.4,118,False
1073,tvShort,"Documentary,Short",6.9,321,False
1074,movie,"Horror,Thriller",6.3,43932,False
1075,movie,"Horror,Thriller",6.5,20556,False
1076,tvMiniSeries,Sport,7.3,607,False
1077,tvSeries,"Crime,Drama,Thriller",7.6,688,False
1078,tvEpisode,Comedy,6.9,127,False
1079,tvSeries,"Action,Crime,Thriller",5.7,299,False
1080,tvEpisode,Comedy,8.3,40,False
1081,tvSeries,"Crime,Drama,Mystery",7.2,3392,False
1082,tvSeries,"Crime,Drama,Mystery",7.7,4344,False
1083,tvSeries,"Crime,Drama,Mystery",6.9,3484,False
1084,tvSpecial,Comedy,6.3,780,False
1085,short,"Documentary,Short",8.0,207,False
1086,movie,"Crime,Drama",6.5,561,False
1087,movie,"Action,Adventure,Fantasy",7.8,255306,False
1088,movie,"Action,Adventure,Drama",6.1,18129,False
1089,movie,Documentary,8.3,3713,False
1090,tvEpisode,"Crime,Drama,Mystery",7.7,279,False
1091,movie,"Drama,Romance",6.1,318,False
1092,movie,"Fantasy,Horror,Thriller",5.2,21063,False
1093,tvEpisode,"Adventure,Drama,Fantasy",6.7,1107,False
1094,movie,"Biography,Drama,History",6.0,814,False
1095,movie,"Crime,Drama,Thriller",6.1,11458,False
1096,movie,"Biography,Documentary",7.2,4499,False
1097,movie,Horror,1.5,246,False
1098,movie,Drama,3.2,27522,False
1099,tvMiniSeries,"Action,Animation,Sci-Fi",6.1,225,False
1100,tvSeries,"Action,Animation,Sci-Fi",5.8,182,False
1101,movie,Comedy,8.2,319,False
1102,tvSpecial,Comedy,6.8,215,False
1103,tvSpecial,Comedy,6.6,542,False
1104,movie,Drama,6.0,141,False
1105,tvSeries,"Action,Sci-Fi,Thriller",7.9,19,False
1106,tvEpisode,"Action,Drama",8.6,17,False
1107,movie,Comedy,6.4,9478,False
1108,movie,"Adventure,Drama,War",6.5,43467,False
1109,tvMovie,Comedy,7.4,786,False
1110,movie,"Horror,Mystery",5.6,2539,False
1111,movie,Horror,6.7,5013,False
1112,movie,"Comedy,Drama",6.3,4608,False
1113,movie,"Comedy,Drama,Family",5.7,884,False
1114,movie,"Comedy,Family",5.6,64452,False
1115,movie,"Biography,Drama",8.0,447933,False
1116,tvSeries,"Crime,Drama,Western",7.7,7122,False
1117,tvSpecial,Comedy,6.5,1385,False
1118,movie,"Documentary,Family",7.1,255,False
1119,tvEpisode,"Action,Adventure,Drama",7.9,1359,False
1120,tvSeries,"Music,Reality-TV",7.0,1355,False
1121,movie,"Comedy,Drama",6.2,347,False
1122,video,Documentary,8.3,1714,False
1123,movie,"Action,Biography,Drama",8.4,160460,False
1124,movie,"Drama,Mystery,Thriller",5.3,14687,False
1125,tvMiniSeries,Comedy,8.6,2664,False
1126,tvSpecial,Comedy,6.3,55,False
1127,tvSpecial,Comedy,5.3,82,False
1128,movie,"Biography,Documentary,History",6.7,756,False
1129,movie,"Action,Adventure,Thriller",6.0,82925,False
1130,movie,"Action,Crime,Thriller",5.8,3929,False
1131,tvSeries,"Crime,Mystery,Thriller",6.7,3573,False
1132,movie,"Biography,Drama,Romance",6.5,1370,False
1133,movie,"Crime,Drama,Thriller",4.7,13736,False
1134,movie,"Action,Horror,Mystery",2.5,445,False
1135,movie,"Action,Horror,Mystery",4.2,1783,False
1136,movie,"Crime,Drama,Mystery",6.2,42606,False
1137,movie,"Horror,Sci-Fi,Thriller",6.3,71572,False
1138,tvSeries,Documentary,7.6,6151,False
1139,movie,"Drama,Romance,Thriller",6.8,461,False
1140,movie,Horror,6.3,3139,False
1141,movie,Drama,5.1,32,False
1142,tvMiniSeries,Documentary,8.6,781,False
1143,movie,"Drama,History,Romance",6.6,2253,False
1144,tvSeries,"Comedy,Documentary",8.7,2119,False
1145,tvSpecial,Comedy,8.5,22024,False
1146,tvSpecial,Comedy,7.4,1602,False
1147,movie,"Biography,Documentary",9.0,26293,False
1148,tvSpecial,Comedy,5.9,157,False
1149,movie,"Comedy,Music",6.3,18720,False
1150,video,"Comedy,Short",6.6,163,False
1151,movie,Documentary,6.9,386,False
1152,tvSeries,"Crime,Drama,Mystery",8.3,743,False
1153,tvSeries,"Action,Adventure,Comedy",6.7,15609,False
1154,movie,Drama,6.3,480,False
1155,tvSeries,"Action,Adventure,Animation",7.0,800,False
1156,movie,"Adventure,Comedy,Family",4.3,487,False
1157,movie,"Biography,Documentary",7.4,5044,False
1158,movie,Thriller,5.5,410,False
1159,tvMiniSeries,"Comedy,Drama,Horror",7.6,18715,False
1160,movie,"Drama,Horror,Mystery",2.8,1060,False
1161,movie,"Crime,Thriller",6.3,577,False
1162,movie,"Drama,Thriller",4.1,499,False
1163,movie,"Mystery,Thriller",4.5,932,False
1164,movie,"Comedy,Drama,Romance",6.3,2353,False
1165,movie,"Drama,Family",6.4,363,False
1166,tvEpisode,"Crime,Documentary",7.5,10,False
1167,video,"Adventure,Animation,Family",5.3,280,False
1168,movie,"Comedy,Drama,Romance",7.4,4120,False
1169,tvSeries,"Comedy,Drama",8.3,224,False
1170,tvMovie,Drama,6.5,2560,False
1171,movie,"Drama,Romance",7.6,36440,False
1172,movie,Comedy,5.7,47292,False
1173,tvSeries,Reality-TV,6.1,553,False
1174,movie,"Action,Crime,Horror",3.0,1402,False
1175,movie,"Action,Crime,Drama",4.5,77558,False
1176,movie,"Horror,Mystery,Thriller",4.4,4195,False
1177,tvSpecial,Comedy,6.8,33374,False
1178,movie,Sport,6.3,136,False
1179,movie,"Comedy,Family",5.5,3259,False
1180,movie,"Comedy,Drama,Romance",7.1,6923,False
1181,movie,"Adventure,Animation,Comedy",4.2,1371,False
1182,tvMiniSeries,"Crime,Drama,Mystery",6.9,3105,False
1183,movie,"Comedy,Drama,Romance",2.4,335,False
1184,movie,"Crime,Drama,Mystery",6.6,2589,False
1185,tvSpecial,"Comedy,Documentary",6.7,973,False
1186,movie,"Action,Drama,History",7.2,139379,False
1187,short,"Action,Short",8.0,7,False
1188,movie,"Biography,Documentary,History",7.1,534,False
1189,movie,"Comedy,Crime,Drama",6.1,1651,False
1190,movie,"Action,Comedy,Crime",7.6,27869,False
1191,tvSeries,"Crime,Drama",8.5,13994,False
1192,movie,"Comedy,Family,Romance",4.5,4017,False
1193,movie,Comedy,4.5,2342,False
1194,movie,"Horror,Thriller",5.7,6809,False
1195,movie,"Horror,Thriller",3.3,793,False
1196,tvSpecial,"Comedy,Documentary",7.4,1967,False
1197,tvSpecial,Comedy,7.2,1486,False
1198,movie,Documentary,7.5,342,False
1199,tvSeries,"Comedy,Horror",3.1,50,False
1200,movie,"Horror,Mystery,Thriller",5.3,13900,False
1201,movie,"Action,Crime,Drama",7.0,95889,False
1202,tvSpecial,Comedy,6.9,716,False
1203,tvSpecial,Comedy,6.2,389,False
1204,tvSpecial,Reality-TV,7.1,1655,False
1205,short,"Drama,Romance,Short",8.6,8,False
1206,movie,"Comedy,Drama,Romance",3.9,1387,False
1207,movie,Drama,5.0,414,False
1208,movie,"Drama,Horror,Thriller",4.5,1107,False
1209,movie,"Comedy,Romance",5.2,8899,False
1210,movie,Comedy,5.0,878,False
1211,movie,Comedy,5.4,4287,False
1212,movie,Drama,6.4,138,False
1213,movie,"Comedy,Drama,History",7.2,2594,False
1214,movie,\N,3.8,5,False
1215,tvEpisode,"Action,Adventure,Drama",8.5,379,False
1216,tvSeries,"Drama,Horror,Mystery",6.3,318,False
1217,movie,"Action,Crime,Thriller",4.5,457,False
1218,movie,"Action,Thriller",6.2,5403,False
1219,movie,"Comedy,Drama",6.4,38,False
1220,movie,"Action,Crime,Drama",5.9,907,False
1221,movie,"Drama,Romance",8.0,28955,False
1222,movie,Thriller,3.5,338,False
1223,movie,"Drama,History",6.0,1263,False
1224,movie,"Horror,Sci-Fi,Thriller",5.1,5497,False
1225,movie,Drama,7.8,90,False
1226,tvEpisode,"Short,Talk-Show",5.8,22,False
1227,movie,"Action,Adventure,Comedy",7.3,13475,False
1228,movie,"Drama,Sport",5.0,2379,False
1229,movie,Comedy,6.3,2085,False
1230,tvSeries,Drama,8.3,194,False
1231,movie,"Drama,Family",7.8,210,False
1232,movie,"Comedy,Drama",5.6,731,False
1233,short,"Drama,Short",9.5,32,False
1234,tvSeries,Drama,6.4,97,False
1235,tvEpisode,"Adventure,Drama,Family",7.6,2606,False
1236,tvMovie,"Biography,Documentary",7.8,3550,False
1237,movie,Drama,5.5,2631,False
1238,movie,"Documentary,Drama",7.5,4792,False
1239,movie,"Action,Adventure,Thriller",6.1,206713,False
1240,movie,"Crime,Horror,Thriller",4.3,137,False
1241,tvSpecial,Comedy,4.7,63,False
1242,movie,"Comedy,Drama,Romance",6.7,4958,False
1243,movie,"Comedy,Drama,Romance",8.1,67325,False
1244,movie,"Comedy,Drama,Romance",6.9,15304,False
1245,movie,"Drama,Romance",5.3,1685,False
1246,movie,Family,6.6,72,False
1247,movie,"Drama,Romance",7.2,2968,False
1248,movie,"Drama,Romance",6.6,849,False
1249,movie,"Action,Comedy,Drama",5.1,31860,False
1250,movie,Comedy,5.9,101948,False
1251,tvSeries,"Crime,Drama",7.2,15802,False
1252,tvSeries,Drama,7.1,89,False
1253,movie,"Action,Comedy",6.5,1755,False
1254,movie,Drama,5.5,187,False
1255,movie,Documentary,8.2,4026,False
1256,movie,"Drama,Musical,Romance",6.5,1263,False
1257,movie,"Comedy,Romance",6.9,99,False
1258,video,Documentary,4.0,583,False
1259,movie,"Drama,Thriller",5.7,6937,False
1260,movie,"Action,Sci-Fi,Thriller",7.9,642230,False
1261,tvEpisode,"Comedy,Short",3.9,17,False
1262,movie,"Crime,Drama",7.4,9006,False
1263,movie,"Family,Music,Romance",4.5,788,False
1264,movie,"Drama,Western",8.4,1378620,False
1265,tvEpisode,"Comedy,Drama",8.2,181,False
1266,movie,Drama,5.9,381,False
1267,tvMiniSeries,"Comedy,Music,Romance",7.4,860,False
1268,tvEpisode,"Comedy,Music,Romance",8.3,37,False
1269,movie,"Comedy,Drama",7.6,5137,False
1270,movie,"Drama,Romance,War",8.0,70681,False
1271,movie,"Action,Thriller",4.7,7964,False
1272,tvEpisode,"Animation,Comedy",7.7,54,False
1273,tvSeries,Documentary,8.1,1026,False
1274,tvSeries,"Action,Crime,Drama",7.6,10688,False
1275,movie,"Biography,Comedy,Drama",7.3,55017,False
1276,tvMovie,"Documentary,Music",7.3,1059,False
1277,tvSeries,"Comedy,Drama,Music",7.7,1837,False
1278,movie,Adventure,4.4,270,False
1279,movie,"Drama,Family",6.4,8462,False
1280,movie,"Action,Crime,Thriller",4.4,4792,False
1281,movie,"Action,Crime,Thriller",7.2,34626,False
1282,movie,"Action,Crime,Thriller",7.1,49754,False
1283,movie,"Comedy,Drama",5.4,5006,False
1284,movie,"Adventure,Fantasy,Horror",5.6,47158,False
1285,movie,Documentary,6.5,301,False
1286,movie,Documentary,6.8,106,False
1287,movie,"Adventure,Documentary",6.8,78,False
1288,tvMiniSeries,"Crime,Documentary",8.0,39891,False
1289,movie,Romance,6.5,1548,False
1290,movie,Romance,5.5,613,False
1291,movie,"Drama,Fantasy,Horror",5.1,12904,False
1292,movie,Documentary,7.1,114,False
1293,movie,"Comedy,Drama",6.7,16840,False
1294,tvSpecial,Comedy,7.4,3039,False
1295,movie,"Biography,Crime,Drama",7.7,283419,False
1296,movie,"Action,Horror,Sci-Fi",5.2,108556,False
1297,movie,"Action,Adventure,Horror",3.7,8088,False
1298,tvSeries,"Action,Animation,Comedy",8.2,5120,False
1299,movie,"Comedy,Drama,Romance",6.5,13960,False
1300,movie,"Crime,Drama,Mystery",6.5,76463,False
1301,tvEpisode,"Action,Adventure,Crime",5.2,44,False
1302,movie,"Action,Adventure,Fantasy",6.1,3167,False
1303,movie,"Comedy,Crime",5.3,125,False
1304,movie,"Drama,Mystery",7.5,122817,False
1305,short,"Drama,Short",7.2,16,False
1306,movie,"Biography,Drama",6.4,1760,False
1307,movie,Documentary,7.7,42,False
1308,tvMiniSeries,"Drama,Horror",6.8,42408,False
1309,movie,"Action,Drama,Fantasy",6.2,6515,False
1310,movie,"Action,Adventure,Fantasy",6.5,91795,False
1311,video,"Action,Adventure,Comedy",4.5,4501,False
1312,movie,"Action,Adventure,Drama",5.3,2201,False
1313,video,"Adventure,Animation,Comedy",7.0,2184,False
1314,tvSpecial,"Adventure,Animation,Family",5.4,104,False
1315,tvSpecial,"Animation,Family",5.9,78,False
1316,tvMovie,"Adventure,Animation,Comedy",5.2,113,False
1317,tvSeries,"Comedy,Drama,Fantasy",7.5,1615,False
1318,short,"Documentary,Short",6.4,486,False
1319,movie,Documentary,5.4,1611,False
1320,movie,"Crime,Documentary",7.4,1353,False
1321,tvSeries,"Animation,Comedy,Family",6.8,72,False
1322,video,"Animation,Comedy,Family",6.5,84,False
1323,tvSeries,"Action,Animation,Comedy",6.3,20,False
1324,tvSeries,Animation,5.6,9,False
1325,movie,"Biography,Documentary",6.9,343,False
1326,tvSeries,"Adventure,Animation,Fantasy",6.1,447,False
1327,movie,Comedy,4.2,17,False
1328,movie,"Crime,Drama,Mystery",8.2,72468,False
1329,video,"Adult,Drama,Fantasy",7.6,16,True
1330,movie,"Action,Crime,Thriller",3.1,5995,False
1331,tvEpisode,"Action,Drama,Horror",7.5,976,False
1332,movie,Drama,4.2,265,False
1333,tvSeries,Documentary,6.9,1088,False
1334,movie,Comedy,3.9,6398,False
1335,movie,"Comedy,Drama",5.8,768,False
1336,movie,"Comedy,Drama,Romance",5.3,3325,False
1337,movie,"Adventure,Animation,Comedy",5.8,3215,False
1338,short,"Drama,Short",6.6,9,False
1339,movie,"Comedy,Drama",5.1,6419,False
1340,movie,"Drama,Thriller",7.0,2260,False
1341,movie,"Action,Crime,Drama",5.6,1581,False
1342,movie,Comedy,3.4,37674,False
1343,movie,"Comedy,Drama",6.6,29458,False
1344,movie,"Action,Drama",7.1,183,False
1345,movie,"Action,Comedy,Crime",5.6,7093,False
1346,movie,Documentary,6.8,285,False
1347,movie,"Documentary,War",7.1,808,False
1348,movie,"Action,Drama,Thriller",4.9,2193,False
1349,movie,"Adventure,Family,Sci-Fi",5.8,18383,False
1350,tvSeries,Documentary,7.6,201,False
1351,movie,"Crime,Drama,Mystery",5.9,12867,False
1352,movie,"Comedy,Drama,Romance",7.0,363002,False
1353,movie,"Biography,Drama,Romance",5.8,90371,False
1354,movie,Documentary,7.5,1034,False
1355,tvSpecial,Comedy,8.2,16756,False
1356,movie,"Comedy,Documentary",7.7,18644,False
1357,movie,"Action,Thriller",4.4,2429,False
1358,movie,"Comedy,Drama,Romance",6.8,5875,False
1359,tvSeries,Drama,4.8,581,False
1360,tvSpecial,Comedy,6.8,100,False
1361,movie,"Comedy,Drama",7.9,1935,False
1362,movie,"Drama,Romance",7.2,487,False
1363,movie,"Biography,Drama,Romance",6.0,4687,False
1364,movie,"Drama,Fantasy,Romance",6.3,59,False
1365,movie,Biography,8.6,352,False
1366,movie,Drama,7.4,108,False
1367,movie,"Crime,Drama,Mystery",7.5,6888,False
1368,movie,"Family,Romance",6.5,51,False
1369,movie,"Comedy,Crime,Thriller",5.7,590,False
1370,movie,"Comedy,Drama,Romance",5.5,3841,False
1371,movie,"Comedy,Drama,Romance",5.7,6423,False
1372,movie,"Comedy,Crime,Western",5.7,7582,False
1373,movie,"Action,Crime,Drama",7.3,190107,False
1374,tvEpisode,Documentary,8.4,31,False
1375,movie,"Biography,Documentary,History",6.0,6,False
1376,movie,Drama,6.3,419,False
1377,tvSpecial,Comedy,6.7,62,False
1378,movie,Documentary,6.9,405,False
1379,short,"Documentary,Short",8.6,7,False
1380,movie,Documentary,6.8,227,False
1381,movie,Drama,4.6,82,False
1382,movie,Documentary,8.1,187,False
1383,movie,"Action,Drama,Musical",6.0,48,False
1384,tvEpisode,"Documentary,Drama",8.0,7,False
1385,movie,"Biography,Documentary,Drama",7.6,1722,False
1386,movie,"Comedy,Drama",7.0,53,False
1387,short,"Animation,Short",6.3,20,False
1388,movie,"Drama,Horror,Mystery",5.7,30086,False
1389,short,"Drama,Short",7.3,38,False
1390,movie,"Biography,Drama,Romance",6.5,3674,False
1391,tvMovie,Documentary,7.7,196,False
1392,tvSpecial,Comedy,6.5,4377,False
1393,movie,Documentary,6.2,6,False
1394,movie,"Animation,Family",5.1,848,False
1395,movie,Documentary,5.9,1353,False
1396,movie,"Comedy,Crime,Drama",4.2,578,False
1397,tvSeries,"Comedy,Drama,Romance",7.0,49187,False
1398,tvEpisode,"Comedy,Drama,Romance",7.1,1141,False
1399,movie,Drama,7.0,123,False
1400,movie,"Comedy,Music,Musical",6.0,1293,False
1401,tvSeries,"Documentary,History",5.7,259,False
1402,movie,"Comedy,Romance",5.5,45465,False
1403,movie,"Crime,Drama",6.3,144,False
1404,tvEpisode,"Drama,Romance",7.0,8,False
1405,short,"Documentary,Short",7.1,1645,False
1406,movie,"Action,Crime,Drama",7.6,230101,False
1407,movie,"Drama,Mystery,Thriller",6.9,171461,False
1408,tvSeries,"Comedy,Drama",7.0,1157,False
1409,movie,"Comedy,Drama,Musical",4.7,2161,False
1410,tvSpecial,Comedy,5.6,172,False
1411,movie,Documentary,6.2,564,False
1412,movie,"Action,Adventure,Crime",6.6,133769,False
1413,short,"Drama,Sci-Fi,Short",8.1,32,False
1414,movie,"Drama,Family",6.8,32,False
1415,movie,Documentary,2.5,1475,False
1416,movie,"Action,Crime,Drama",7.7,97751,False
1417,movie,"Action,Adventure,Comedy",5.4,4568,False
1418,movie,"Drama,Romance,Sci-Fi",6.1,28191,False
1419,tvMiniSeries,Animation,9.3,6,False
1420,movie,"Action,Drama,Sci-Fi",7.4,313276,False
1421,movie,Drama,7.3,11,False
1422,movie,"Drama,Mystery,Sci-Fi",6.5,768,False
1423,tvMiniSeries,"Animation,Drama,Fantasy",8.5,31416,False
1424,tvSpecial,Comedy,6.1,2032,False
1425,movie,"Action,Drama,Thriller",7.3,5203,False
1426,movie,Drama,8.3,18,False
1427,movie,"Crime,Thriller",5.1,16,False
1428,tvSeries,"Drama,Thriller",8.6,21391,False
1429,tvSeries,"Drama,Romance",7.3,251,False
1430,movie,Drama,6.4,1135,False
1431,movie,"Comedy,Music",6.5,76769,False
1432,movie,"Comedy,Family,Fantasy",5.4,140273,False
1433,movie,"Drama,History",7.4,12863,False
1434,movie,Drama,7.1,458,False
1435,movie,"Horror,Sci-Fi,Thriller",6.7,161381,False
1436,movie,Thriller,5.1,987,False
1437,movie,"Drama,Romance",7.0,435,False
1438,movie,"Comedy,Drama",7.2,291,False
1439,tvSeries,"Comedy,Drama",7.5,15379,False
1440,tvSeries,"Crime,Drama,Horror",7.7,12387,False
1441,movie,"Comedy,Sci-Fi",6.1,120260,False
1442,tvEpisode,Comedy,6.5,11,False
1443,movie,Drama,7.2,335,False
1444,tvMiniSeries,"Crime,Documentary,History",8.0,345,False
1445,movie,"Action,Adventure,Thriller",6.4,51336,False
1446,movie,"Drama,Romance",6.7,233,False
1447,tvSeries,"Crime,Documentary",6.2,807,False
1448,movie,"Comedy,Romance",3.1,355,False
1449,tvEpisode,"Action,Crime,Drama",7.7,245,False
1450,movie,"Action,Crime,Thriller",5.6,32295,False
1451,movie,Documentary,6.4,117,False
1452,movie,Documentary,5.9,4019,False
1453,movie,"Action,Crime,Drama",2.6,272,False
1454,movie,"Action,Drama,Sci-Fi",5.8,47708,False
1455,movie,Documentary,5.3,47,False
1456,tvEpisode,"Comedy,Talk-Show",6.0,7,False
1457,movie,"Action,Thriller",6.7,164519,False
1458,tvSeries,"Crime,Drama",7.7,3009,False
1459,movie,"Biography,Crime,Drama",6.7,81462,False
1460,short,"Documentary,Short",7.3,2163,False
1461,tvEpisode,"Crime,Documentary",8.2,5,False
1462,movie,"Action,Thriller",3.3,236,False
1463,movie,"Action,Drama,Thriller",6.6,6121,False
1464,tvSeries,"Crime,Drama,Thriller",8.6,27876,False
1465,movie,"Adventure,Family,Sci-Fi",5.0,852,False
1466,tvSeries,Reality-TV,3.6,7018,False
1467,tvSeries,"Action,Adventure,Animation",8.0,21061,False
1468,tvEpisode,"Action,Adventure,Animation",8.0,510,False
1469,movie,"Comedy,Romance",6.2,664,False
1470,tvSpecial,Comedy,4.2,39,False
1471,movie,"Action,Drama,Thriller",6.3,116,False
1472,movie,Comedy,4.0,206,False
1473,tvSeries,Romance,7.2,299,False
1474,movie,"Action,Crime,Drama",7.0,76358,False
1475,tvSeries,"Comedy,Crime",6.8,1536,False
1476,movie,"Comedy,Romance",5.6,16335,False
1477,movie,Drama,6.4,618,False
1478,movie,"Drama,Horror,Thriller",4.2,2543,False
1479,tvEpisode,"Comedy,Drama",7.2,10,False
1480,tvEpisode,Reality-TV,7.3,7,False
1481,short,"Comedy,Documentary,Drama",7.5,149,False
1482,movie,Drama,5.0,24,False
1483,tvMovie,Thriller,3.0,265,False
1484,short,"Comedy,Short",6.6,568,False
1485,movie,"Comedy,Fantasy",4.1,183,False
1486,movie,Action,5.4,255,False
1487,tvSpecial,Comedy,6.0,115,False
1488,movie,"Drama,Romance",6.9,11779,False
1489,movie,Thriller,4.5,4914,False
1490,tvSeries,"Action,Animation,Drama",6.5,1816,False
1491,tvSeries,"Action,Animation,Fantasy",5.4,606,False
1492,tvEpisode,"Action,Animation,Drama",8.8,373,False
1493,movie,Comedy,5.2,10265,False
1494,movie,"Documentary,War",7.3,785,False
1495,movie,"Adventure,Comedy,Drama",7.6,261959,False
1496,tvMiniSeries,"Crime,Documentary",7.1,5856,False
1497,movie,"Animation,Comedy,Family",4.9,1202,False
1498,tvSeries,"Comedy,Drama,Romance",7.5,4702,False
1499,movie,"Comedy,Drama,Family",6.3,8710,False
1500,tvSpecial,Comedy,6.0,172,False
1501,movie,Documentary,7.0,1879,False
1502,movie,"Comedy,Drama,Family",6.4,5065,False
1503,movie,Comedy,7.8,324477,False
1504,movie,"Action,Crime,Drama",5.5,2441,False
1505,movie,"Drama,Family,Musical",8.0,39950,False
1506,movie,"Comedy,Music",5.5,791,False
1507,movie,"Drama,Thriller",7.8,12,False
1508,movie,"Drama,Romance",5.9,228,False
1509,tvMovie,Animation,4.7,23,False
1510,tvSeries,Documentary,7.7,692,False
1511,movie,"Biography,Documentary",7.4,2821,False
1512,movie,"Horror,Thriller",6.7,231827,False
1513,movie,"Horror,Thriller",6.2,153620,False
1514,movie,"Horror,Thriller",5.8,131999,False
1515,movie,"Comedy,Romance",5.8,203,False
1516,tvSeries,"Drama,Romance",7.7,67,False
1517,movie,Drama,4.8,102,False
1518,movie,Documentary,6.8,5502,False
1519,short,"Documentary,Short",7.4,687,False
1520,movie,Drama,5.2,245,False
1521,movie,"Drama,Family",6.2,89,False
1522,tvEpisode,"Action,Drama,Fantasy",8.5,1053,False
1523,movie,"Animation,Drama,Fantasy",5.6,2691,False
1524,tvSeries,Documentary,6.8,351,False
1525,tvMovie,Comedy,4.9,125,False
1526,movie,"Action,Thriller",5.0,10521,False
1527,movie,"Comedy,Romance",3.9,115,False
1528,movie,"Drama,Romance",5.8,129,False
1529,movie,"Drama,Sport",6.4,1998,False
1530,tvSeries,"Documentary,Reality-TV,Sport",7.3,1883,False
1531,movie,"Biography,Drama,History",7.2,16185,False
1532,movie,Horror,4.8,1795,False
1533,movie,"Comedy,Drama,Family",7.0,7080,False
1534,movie,Documentary,7.5,47,False
1535,movie,"Drama,Romance",5.4,4463,False
1536,movie,"Documentary,Sport",6.1,339,False
1537,tvMiniSeries,"Biography,Documentary,History",8.3,4066,False
1538,movie,"Action,Drama",7.3,2553,False
1539,movie,Drama,4.7,751,False
1540,movie,"Action,Crime,Drama",6.1,3848,False
1541,movie,"Biography,Drama",7.0,16540,False
1542,movie,"Comedy,Family",5.5,1237,False
1543,tvSeries,Game-Show,4.3,634,False
1544,tvSeries,"Crime,Documentary",7.9,3269,False
1545,tvSeries,"Animation,Horror",6.8,31,False
1546,short,"Drama,Family,Short",5.8,57,False
1547,short,"Comedy,Short",7.5,35,False
1548,tvSeries,"Drama,Romance",6.4,386,False
1549,movie,Drama,6.1,7280,False
1550,movie,"Biography,Documentary,Family",7.3,766,False
1551,movie,"Comedy,Drama",6.8,528,False
1552,movie,Comedy,5.6,1267,False
1553,movie,"Documentary,Drama",6.8,189,False
1554,movie,Drama,6.8,83,False
1555,movie,"Adventure,Comedy,Drama",6.0,1042,False
1556,movie,"Biography,Documentary",7.6,3997,False
1557,movie,Documentary,6.5,347,False
1558,movie,"Action,Adventure,Sci-Fi",7.6,45671,False
1559,movie,"Action,Adventure,Thriller",6.2,4940,False
1560,movie,"Crime,Mystery,Thriller",6.6,2772,False
1561,movie,Documentary,7.2,270,False
1562,movie,Documentary,7.4,785,False
1563,tvEpisode,"Comedy,Drama,Romance",7.5,52,False
1564,movie,Drama,6.0,1379,False
1565,movie,Documentary,8.0,9,False
1566,movie,"Horror,Mystery,Thriller",7.4,21083,False
1567,movie,Documentary,7.7,11790,False
1568,tvSpecial,Comedy,6.8,731,False
1569,movie,"Comedy,Drama,Romance",5.7,66578,False
1570,movie,"Comedy,Drama",7.3,663,False
1571,movie,"Comedy,Drama,Romance",7.1,141417,False
1572,movie,"Crime,Drama,Thriller",7.2,189370,False
1573,short,"Comedy,Horror,Short",6.7,7,False
1574,movie,"Mystery,Thriller",6.4,57622,False
1575,movie,"Biography,Documentary",7.6,632,False
1576,movie,"Comedy,Drama,Romance",7.5,76081,False
1577,tvSpecial,Comedy,6.4,78,False
1578,tvSpecial,Comedy,7.1,168,False
1579,tvSpecial,Comedy,6.9,253,False
1580,movie,"Crime,Drama,Romance",5.9,5567,False
1581,movie,"Biography,Documentary,Drama",7.1,291,False
1582,movie,"Comedy,Drama",3.6,566,False
1583,tvEpisode,"Action,Crime,Drama",8.2,22,False
1584,movie,"Drama,Mystery,Sci-Fi",6.7,28240,False
1585,tvSpecial,Comedy,5.8,1185,False
1586,movie,"Comedy,Family,Fantasy",5.6,40880,False
1587,movie,"Action,Comedy,Crime",6.4,42834,False
1588,tvMovie,"Adventure,Comedy,Drama",5.6,982,False
1589,movie,"Action,Biography,Drama",6.9,53533,False
1590,movie,"Adventure,Drama,Family",6.0,69698,False
1591,movie,"Biography,Crime,Documentary",7.1,812,False
1592,movie,"Comedy,Drama",5.0,256,False
1593,movie,Romance,5.7,207,False
1594,tvSeries,"Drama,Fantasy,Mystery",7.5,12831,False
1595,short,"Fantasy,Horror,Sci-Fi",7.2,13,False
1596,movie,Drama,5.1,147,False
1597,tvSeries,"Crime,History,Thriller",6.5,10112,False
1598,movie,"Horror,Mystery,Thriller",5.5,98957,False
1599,movie,"Horror,Mystery,Thriller",5.3,24529,False
1600,movie,"Action,Crime,Drama",6.7,909,False
1601,movie,"Adventure,Comedy,Drama",5.8,1273,False
1602,movie,"Comedy,Family",5.4,301,False
1603,short,"Documentary,Short",7.4,1182,False
1604,movie,"Action,Crime,Thriller",6.5,112891,False
1605,movie,Drama,3.9,204,False
1606,movie,"Action,Adventure,Drama",5.5,389,False
1607,short,"Adventure,Drama,Short",6.1,7,False
1608,tvMiniSeries,Documentary,9.0,27206,False
1609,movie,"Crime,Drama",7.1,24734,False
1610,movie,"Biography,Crime,Drama",7.5,76718,False
1611,tvSeries,"Action,Adventure,Crime",5.7,526,False
1612,movie,"Comedy,Drama,Romance",6.9,10589,False
