id,type,genres,average_rating,num_votes,is_adult
2627,movie,"Drama,Romance",7.4,874,False
2628,movie,"Drama,Romance",6.9,455,False
2629,movie,"Comedy,Drama,Romance",7.2,2330,False
2630,movie,"Comedy,Romance",6.2,305,False
2631,movie,"Comedy,Drama,Romance",6.0,143,False
2632,movie,"Comedy,Drama",5.1,598,False
2633,tvSeries,Romance,7.7,80,False
2634,movie,Drama,7.0,22,False
2635,movie,"Comedy,Romance",5.8,1547,False
2636,movie,"Drama,Romance",7.5,4075,False
2637,movie,"Adventure,Drama,Fantasy",4.7,143,False
2638,movie,"Comedy,Drama,Romance",8.3,1461,False
2639,tvSeries,"Drama,Romance",7.9,1745,False
2640,movie,"Drama,Romance",6.5,856,False
2641,movie,Romance,6.5,897,False
2642,movie,Comedy,6.9,2804,False
2643,movie,"Comedy,Romance",7.2,7416,False
2644,tvSeries,"Comedy,Drama,Romance",7.7,1325,False
2645,movie,"Comedy,Crime,Romance",5.4,344,False
2646,movie,"Comedy,Romance",5.5,17985,False
2647,movie,"Adventure,Comedy,Drama",7.6,490,False
2648,movie,"Comedy,Drama,Romance",5.6,56,False
2649,tvSeries,"Animation,Comedy,Fantasy",8.5,99616,False
2650,movie,"Comedy,Romance",5.5,14259,False
2651,movie,"Comedy,Romance",7.2,124411,False
2652,movie,"Comedy,Romance",5.6,2918,False
2653,movie,"Comedy,Romance",5.8,670,False
2654,movie,"Comedy,Romance",5.2,2701,False
2655,tvSeries,Comedy,8.1,16702,False
2656,movie,"Drama,Romance",6.3,4346,False
2657,tvMiniSeries,"Drama,Romance",7.6,994,False
2658,tvEpisode,"Drama,Romance",8.0,161,False
2659,movie,Documentary,6.6,285,False
2660,movie,"Biography,Drama,Romance",7.0,32302,False
2661,movie,"Drama,Romance",6.3,12029,False
2662,movie,Comedy,5.2,118,False
2663,movie,"Action,Crime,Drama",6.4,342,False
2664,movie,"Comedy,Crime,Drama",7.1,5298,False
2665,movie,"Adventure,Animation,Comedy",6.8,1840,False
2666,tvSpecial,Comedy,5.6,788,False
2667,movie,Documentary,7.2,56,False
2668,tvSpecial,Comedy,8.3,1499,False
2669,movie,"Sci-Fi,Thriller",6.2,3050,False
2670,tvEpisode,Crime,7.2,5,False
2671,movie,Drama,7.1,9578,False
2672,movie,"Action,Drama,Music",6.2,2638,False
2673,tvSeries,Drama,7.0,8,False
2674,movie,"Drama,Musical,Romance",4.7,3271,False
2675,movie,"Action,Comedy,Crime",7.6,29770,False
2676,movie,"Comedy,Romance",6.3,8509,False
2677,tvSeries,"Drama,Fantasy",5.6,2354,False
2678,tvSeries,Comedy,6.6,2809,False
2679,tvSeries,"Action,Crime,Drama",7.6,57558,False
2680,movie,"Horror,Thriller",5.5,2042,False
2681,movie,"Drama,Romance",6.5,9837,False
2682,movie,Comedy,6.6,3643,False
2683,tvSpecial,Comedy,6.3,366,False
2684,movie,"Crime,Mystery,Thriller",5.7,77,False
2685,movie,"Drama,Music",7.0,34322,False
2686,movie,Drama,7.1,656,False
2687,movie,Comedy,4.4,8238,False
2688,movie,"Action,Crime,Thriller",5.6,75234,False
2689,movie,"Comedy,Romance",4.4,784,False
2690,movie,"Action,Adventure,Sci-Fi",6.9,193392,False
2691,movie,"Comedy,Crime,Thriller",5.9,20604,False
2692,video,"Comedy,Documentary,Horror",6.1,497,False
2693,movie,Drama,7.3,1629,False
2694,movie,"Adventure,Drama,Thriller",7.6,13422,False
2695,movie,"Adventure,Animation,Comedy",6.6,208229,False
2696,movie,"Biography,Documentary",6.6,323,False
2697,movie,Documentary,9.1,15,False
2698,movie,"Comedy,Drama",6.2,3713,False
2699,movie,"Comedy,Drama",5.6,463,False
2700,tvSeries,Reality-TV,4.1,719,False
2701,movie,"Documentary,Sport",6.5,997,False
2702,movie,Drama,8.0,292072,False
2703,movie,Documentary,7.1,2132,False
2704,tvSeries,"Drama,War",8.8,6209,False
2705,movie,"Action,Adventure,Animation",5.4,472,False
2706,tvSeries,Fantasy,6.9,18,False
2707,movie,"Comedy,Drama",6.0,75,False
2708,movie,Comedy,5.4,70,False
2709,movie,"Drama,Romance",5.6,305,False
2710,movie,"Action,Comedy,Drama",7.0,32572,False
2711,movie,"Comedy,Drama,Romance",5.5,4630,False
2712,movie,"Drama,Musical,Romance",7.3,10730,False
2713,tvMovie,Documentary,6.7,256,False
2714,short,"Documentary,Short",6.7,148,False
2715,movie,Drama,7.2,76,False
2716,movie,"Action,Drama,Romance",5.9,818,False
2717,movie,"Action,Crime,Drama",6.5,8516,False
2718,tvSpecial,Comedy,5.3,328,False
2719,movie,"Horror,Mystery,Thriller",4.8,11035,False
2720,movie,"Action,Comedy,Family",4.9,1006,False
2721,movie,"Action,Comedy,Family",4.7,597,False
2722,movie,"Horror,Thriller",5.0,3442,False
2723,movie,Biography,8.5,852,False
2724,movie,Comedy,6.0,620,False
2725,tvEpisode,\N,6.7,29,False
2726,tvEpisode,"Action,Drama,History",7.9,332,False
2727,tvEpisode,"Adventure,Documentary,Reality-TV",9.6,14,False
2728,movie,"Action,Drama",6.1,35967,False
2729,short,"Drama,Short",6.2,9,False
2730,movie,Comedy,6.3,600,False
2731,movie,"Comedy,Drama,Romance",6.8,49346,False
2732,movie,"Comedy,Drama",7.6,704,False
2733,movie,Drama,5.9,80,False
2734,movie,Drama,5.6,7232,False
2735,movie,"Adventure,Drama",7.6,286,False
2736,movie,"Comedy,Drama,Romance",5.6,1287,False
2737,movie,"Action,Crime,Thriller",5.2,2774,False
2738,tvSeries,"Biography,Crime,Drama",8.1,52625,False
2739,tvMiniSeries,"Comedy,Drama,Sci-Fi",7.8,67133,False
2740,movie,"Comedy,Romance",4.6,1025,False
2741,movie,"Comedy,Drama",6.7,880,False
2742,movie,"Biography,Comedy,Drama",7.0,52072,False
2743,tvEpisode,"Comedy,Talk-Show",5.8,8,False
2744,movie,"Comedy,Drama,Romance",4.8,573,False
2745,movie,"Biography,Documentary,Drama",6.4,494,False
2746,movie,"Comedy,Musical,Romance",6.8,211,False
2747,movie,"Comedy,Drama,Romance",7.0,22319,False
2748,movie,"Comedy,Drama,Thriller",5.9,2689,False
2749,movie,"Biography,Drama",7.4,3812,False
2750,movie,"Drama,History",5.9,86,False
2751,movie,"Drama,Family",5.3,194,False
2752,movie,"Mystery,Romance,Thriller",7.9,1009,False
2753,movie,Documentary,7.5,13,False
2754,movie,Drama,8.0,123,False
2755,movie,"Comedy,Drama",6.2,38539,False
2756,movie,"Action,Crime,Thriller",5.5,20539,False
2757,tvSpecial,"Comedy,Documentary",6.8,1629,False
2758,tvSpecial,Comedy,7.4,1754,False
2759,tvSpecial,Comedy,7.2,1720,False
2760,movie,"Drama,Sport",6.7,279,False
2761,short,"Horror,Short",5.5,28,False
2762,tvMovie,"Action,Drama,History",7.8,9870,False
2763,movie,"Action,Crime,Drama",5.0,1768,False
2764,tvSpecial,"Comedy,Documentary",6.0,892,False
2765,tvSpecial,Music,5.0,214,False
2766,short,"Drama,Horror,Short",7.5,87,False
2767,tvSeries,"Drama,Horror",7.5,12122,False
2768,tvEpisode,"Comedy,Drama",6.0,6,False
2769,tvMovie,Documentary,6.9,10,False
2770,short,Short,7.2,5,False
2771,tvSpecial,"Comedy,Documentary",6.5,1277,False
2772,movie,Comedy,6.3,147,False
2773,tvEpisode,"Comedy,Talk-Show",6.0,5,False
2774,movie,"Comedy,Drama,Romance",7.9,255119,False
2775,movie,"Action,Drama",6.5,2041,False
2776,movie,"Comedy,Documentary",5.5,1639,False
2777,movie,Documentary,8.6,163,False
2778,video,"Action,Adventure,Animation",5.1,711,False
2779,movie,"Adventure,Animation,Family",6.8,12469,False
2780,movie,"Action,Biography,Drama",6.8,9960,False
2781,movie,"Animation,Comedy,Family",6.7,78537,False
2782,tvSeries,"Comedy,Drama",6.7,1448,False
2783,movie,Comedy,5.8,6798,False
2784,tvSeries,Animation,5.0,31,False
2785,movie,"Comedy,Drama,Romance",5.9,1288,False
2786,movie,Drama,8.4,3693,False
2787,tvEpisode,"Drama,Mystery,Romance",6.9,119,False
2788,movie,"Action,Crime",6.6,2054,False
2789,movie,"Action,Biography,Crime",6.5,7190,False
2790,movie,Drama,4.6,210,False
2791,movie,"Comedy,Drama",7.3,907,False
2792,movie,"Comedy,Drama",6.8,113,False
2793,movie,Action,5.7,310,False
2794,movie,Drama,6.2,499,False
2795,movie,"Horror,Mystery,Thriller",6.0,3515,False
2796,movie,Drama,5.0,263,False
2797,movie,Comedy,3.3,36,False
2798,movie,Music,7.0,100,False
2799,movie,Documentary,6.1,29,False
2800,tvSpecial,Comedy,6.7,739,False
2801,movie,Drama,7.2,72,False
2802,movie,"Drama,Thriller",6.3,4234,False
2803,tvMovie,Comedy,4.1,21413,False
2804,movie,"Crime,Drama,Thriller",7.2,101535,False
2805,tvSeries,"Documentary,War",8.4,1438,False
2806,tvSeries,Comedy,6.0,3576,False
2807,movie,Drama,7.1,476,False
2808,movie,"Horror,Mystery,Thriller",6.5,566,False
2809,tvMovie,"Biography,Documentary,History",4.8,295,False
2810,movie,Drama,7.4,403,False
2811,movie,"Drama,Family,Musical",6.2,64,False
2812,movie,"Comedy,Drama,Romance",6.8,2849,False
2813,movie,"Action,Crime,Thriller",7.2,6607,False
2814,movie,Drama,6.4,519,False
2815,movie,Documentary,6.7,369,False
2816,movie,"Action,Adventure,Comedy",7.3,520394,False
2817,movie,"Action,Adventure,Comedy",6.2,346331,False
2818,movie,Comedy,6.1,37,False
2819,movie,Drama,6.5,2025,False
2820,movie,Drama,4.3,211,False
2821,movie,"Action,Drama",6.7,10236,False
2822,movie,"Drama,Sport",6.4,669,False
2823,movie,Documentary,6.8,1003,False
2824,tvEpisode,"Action,Adventure,Drama",8.1,3602,False
2825,movie,"Drama,Mystery,Thriller",4.2,3061,False
2826,movie,"Horror,Mystery,Thriller",4.9,2841,False
2827,tvSeries,"Comedy,Drama,Romance",8.6,7278,False
2828,tvSeries,Comedy,6.3,3863,False
2829,movie,"Action,Comedy",5.0,106,False
2830,movie,"Action,Thriller",7.6,26121,False
2831,tvSeries,"Drama,Mystery,Thriller",7.6,38503,False
2832,movie,Music,7.2,16745,False
2833,tvSeries,"Drama,Romance",8.1,2930,False
2834,movie,"Action,Crime,Thriller",7.3,750,False
2835,movie,Documentary,6.6,23,False
2836,tvSeries,"Game-Show,Reality-TV",5.6,5,False
2837,movie,"Action,Animation,Comedy",6.7,3568,False
2838,movie,"Adventure,Comedy,Drama",4.8,288,False
2839,movie,"Action,Drama,Thriller",6.2,21542,False
2840,movie,"Drama,Thriller",5.2,141,False
2841,movie,"Drama,Thriller",6.9,4586,False
2842,tvSpecial,"Comedy,Music,Musical",6.7,1927,False
2843,tvSpecial,Comedy,7.2,2167,False
2844,short,"Documentary,Short",5.2,344,False
2845,tvSpecial,Comedy,7.2,868,False
2846,tvSpecial,Comedy,7.0,376,False
2847,tvSpecial,Comedy,7.2,1303,False
2848,movie,"Comedy,Crime,Drama",6.8,36730,False
2849,movie,"Animation,Comedy,Family",6.1,7959,False
2850,tvSeries,Comedy,8.7,3850,False
2851,movie,"Comedy,Romance",5.8,4112,False
2852,movie,"Comedy,Drama",7.5,1944,False
2853,movie,"Drama,Mystery,Sci-Fi",6.6,76584,False
2854,tvSpecial,"Animation,Family",5.2,26,False
2855,movie,Animation,4.5,31,False
2856,tvSpecial,"Comedy,Documentary,Romance",8.0,3012,False
2857,tvSpecial,Comedy,7.5,2258,False
2858,tvSpecial,Comedy,7.7,1526,False
2859,movie,Comedy,4.4,230,False
2860,tvSpecial,Comedy,4.8,246,False
2861,movie,"Biography,Drama,History",6.3,1123,False
2862,movie,"Action,Thriller",6.1,69561,False
2863,movie,"Drama,Romance",6.1,399,False
2864,movie,Biography,7.6,136,False
2865,tvEpisode,"Biography,Documentary",7.4,2913,False
2866,movie,Comedy,4.7,4642,False
2867,movie,"Biography,Drama",7.5,165784,False
2868,tvEpisode,"Documentary,History",7.3,13,False
2869,movie,Drama,6.6,2986,False
2870,short,"Drama,Short",7.6,15,False
2871,short,"Fantasy,Short",7.7,23,False
2872,tvEpisode,Reality-TV,6.1,14,False
2873,tvSeries,"Action,Crime,Drama",7.7,9,False
2874,movie,"Drama,Fantasy,Thriller",5.9,15892,False
2875,short,"Comedy,Drama,Horror",7.0,5,False
2876,movie,"Drama,Thriller",6.4,4264,False
2877,movie,"Biography,Drama,History",7.5,48809,False
2878,movie,Drama,8.2,37533,False
2879,movie,Drama,7.6,1782,False
2880,movie,"Drama,Fantasy,Mystery",7.4,44207,False
2881,short,"Romance,Short",8.7,58,False
2882,movie,"Adventure,Animation,Drama",7.0,12943,False
2883,movie,"Adventure,Comedy,Drama",5.6,84699,False
2884,short,"Drama,Short",6.9,8,False
2885,tvSeries,Drama,8.6,1298,False
2886,movie,Comedy,4.4,330,False
2887,movie,Comedy,4.8,104,False
2888,tvSeries,"Comedy,Drama,Romance",5.4,2929,False
2889,movie,"Biography,Documentary,Music",7.4,16397,False
2890,movie,"Animation,Biography,Drama",6.7,2984,False
2891,tvSeries,Drama,7.7,77,False
2892,movie,Drama,3.3,1449,False
2893,movie,"Drama,Romance",5.4,5244,False
2894,movie,"Comedy,Romance",4.4,463,False
2895,movie,Documentary,7.6,3654,False
2896,movie,"Documentary,Music",7.3,568,False
2897,movie,"Comedy,Drama",6.6,5794,False
2898,movie,Drama,7.0,571,False
2899,movie,"Documentary,Drama",7.9,1729,False
2900,movie,"Documentary,History",7.6,1465,False
2901,movie,"Action,Drama,War",5.9,4299,False
2902,movie,"Comedy,Drama",6.4,21311,False
2903,movie,"Biography,Documentary,Family",6.9,2503,False
2904,tvSpecial,"Comedy,Documentary",7.4,592,False
2905,tvSpecial,Comedy,6.3,334,False
2906,tvMiniSeries,"Sci-Fi,Thriller",5.2,425,False
2907,movie,"Crime,Drama,Thriller",5.6,410,False
2908,movie,"Action,Drama,History",4.6,1376,False
2909,movie,"Action,Adventure,Drama",5.7,10701,False
2910,movie,"Drama,Thriller",5.2,4480,False
2911,movie,Comedy,6.3,118,False
2912,movie,"Biography,Crime,Drama",7.4,148352,False
2913,movie,"Crime,Drama,Thriller",7.3,9189,False
2914,tvEpisode,"Action,Crime,Drama",8.7,852,False
2915,tvMiniSeries,"Comedy,Romance",6.2,22,False
2916,movie,Comedy,6.1,42,False
2917,movie,Drama,6.5,78017,False
2918,movie,"Crime,Mystery,Thriller",5.5,2572,False
2919,tvEpisode,"Comedy,News,Talk-Show",8.1,252,False
2920,tvSeries,Reality-TV,6.4,23,False
2921,tvMovie,Documentary,7.5,2349,False
2922,movie,"Action,Comedy,Crime",6.2,28083,False
2923,movie,Comedy,6.0,12724,False
2924,tvMiniSeries,Documentary,8.5,92,False
2925,movie,"Comedy,Family,Fantasy",3.9,335,False
2926,movie,Comedy,5.9,693,False
2927,movie,"Animation,Comedy,Family",4.8,4058,False
2928,video,"Animation,Fantasy",6.6,602,False
2929,tvMovie,"Animation,Fantasy",5.7,227,False
2930,tvMovie,Animation,6.8,454,False
2931,tvMovie,Animation,6.9,545,False
2932,tvMovie,Animation,6.6,564,False
2933,video,"Animation,Fantasy",6.2,330,False
2934,tvMovie,"Animation,Family",6.1,502,False
2935,tvMovie,"Animation,Fantasy",6.8,469,False
2936,tvMovie,Animation,6.9,419,False
2937,movie,"Animation,Comedy,Family",6.6,103030,False
2938,movie,"Adventure,Animation,Comedy",4.8,640,False
2939,tvSeries,Animation,5.4,27,False
2940,movie,"Comedy,Romance",5.6,57213,False
2941,movie,"Action,Drama,Horror",4.3,10148,False
2942,tvSeries,Documentary,8.4,231,False
2943,movie,"Adventure,Comedy,Fantasy",8.2,505235,False
2944,tvMovie,Documentary,7.6,519,False
2945,tvMiniSeries,Comedy,8.2,1839,False
2946,movie,Comedy,8.1,371308,False
2947,movie,"Drama,Mystery,Sci-Fi",7.9,337943,False
2948,movie,Drama,7.4,278755,False
2949,movie,"Action,Comedy",6.1,8682,False
2950,movie,"Comedy,Drama,Romance",6.2,5087,False
2951,tvSeries,"Horror,Sci-Fi",6.6,855,False
2952,movie,Documentary,7.3,972,False
2953,short,"Drama,Short",8.0,11,False
2954,movie,Drama,7.2,98,False
2955,movie,Comedy,6.8,304,False
2956,movie,Documentary,5.4,664,False
2957,tvEpisode,"Drama,Mystery,Sci-Fi",8.9,2211,False
2958,movie,"Drama,Thriller",6.7,1728,False
2959,short,"Horror,Short",7.1,10,False
2960,short,"Drama,Mystery,Short",5.1,55,False
2961,movie,"Comedy,Romance",5.8,2371,False
2962,movie,Comedy,6.1,40,False
2963,movie,"Adventure,Animation,Comedy",6.8,127,False
2964,movie,Documentary,7.2,3823,False
2965,tvEpisode,Documentary,7.6,193,False
2966,movie,Comedy,4.3,100139,False
2967,tvEpisode,Reality-TV,6.8,12,False
2968,short,"Comedy,Horror,Short",8.5,8,False
2969,tvEpisode,Drama,7.3,6,False
2970,movie,"Adventure,Drama,Fantasy",6.5,57220,False
2971,movie,"Comedy,Romance,Sport",5.2,201,False
2972,movie,"Comedy,Drama",7.7,26208,False
2973,movie,"Comedy,Romance",5.8,137393,False
2974,tvEpisode,Comedy,6.7,15,False
2975,movie,"Biography,Documentary",7.6,848,False
2976,movie,"Adventure,Animation,Comedy",6.8,63319,False
2977,movie,Drama,5.8,1078,False
2978,movie,"Action,Comedy,Romance",6.3,51312,False
2979,movie,Comedy,3.1,286,False
2980,movie,Comedy,6.2,2859,False
2981,tvSeries,"Action,Drama,History",8.8,4588,False
2982,movie,"Comedy,Drama",5.4,74,False
2983,movie,"Comedy,Romance,Sport",5.2,35118,False
2984,movie,"Crime,Drama,Thriller",4.5,11620,False
2985,movie,"Comedy,Romance",4.7,306,False
2986,movie,"Comedy,Romance",5.5,3524,False
2987,movie,Drama,6.5,633,False
2988,movie,Drama,6.2,2414,False
2989,movie,Documentary,7.3,2827,False
2990,movie,Drama,7.4,170243,False
2991,movie,Drama,6.3,52,False
2992,movie,"Drama,War",7.4,43765,False
2993,movie,"Action,Adventure",4.9,1022,False
2994,movie,"Comedy,Romance",6.7,13820,False
2995,movie,"Comedy,Drama,Family",7.2,333,False
2996,movie,"Comedy,Romance",5.7,336,False
2997,movie,"Comedy,Romance",5.2,260,False
2998,movie,Drama,7.7,5947,False
2999,movie,Horror,6.2,1516,False
3000,movie,"Comedy,Romance",5.8,44,False
3001,movie,"Adventure,Animation,Comedy",7.2,6377,False
3002,movie,"Adventure,Comedy,Crime",6.4,32091,False
3003,tvEpisode,"Comedy,Short",5.7,6,False
3004,movie,"Action,Comedy,Drama",4.7,47,False
3005,movie,"Comedy,Family",8.0,619,False
3006,movie,"Action,Thriller",6.4,265,False
3007,tvMiniSeries,"Crime,Documentary",6.9,2487,False
3008,movie,"Action,Comedy,Crime",6.0,105783,False
3009,movie,"Comedy,Crime,Drama",5.8,10842,False
3010,movie,Documentary,6.3,2191,False
3011,tvSeries,Romance,7.4,229,False
3012,movie,Drama,6.3,560,False
3013,movie,"Comedy,Romance",6.7,456,False
3014,movie,Comedy,6.2,401,False
3015,movie,"Mystery,Sci-Fi,Thriller",5.5,31470,False
3016,movie,Comedy,4.0,396,False
3017,movie,"Adventure,Drama,History",7.3,15107,False
3018,movie,Documentary,6.8,81,False
3019,movie,Comedy,6.8,405,False
3020,movie,"Comedy,Romance",6.1,4131,False
3021,movie,Thriller,5.5,253,False
3022,tvSeries,"Fantasy,Romance",3.9,14,False
3023,movie,Comedy,3.2,53,False
3024,movie,"Action,Animation,Comedy",6.1,1033,False
3025,movie,"Comedy,Romance",4.5,275,False
3026,tvSeries,Drama,7.6,1516,False
3027,movie,"Comedy,Crime,Drama",5.3,346,False
3028,movie,"Comedy,Drama,Family",6.9,73349,False
3029,movie,Drama,7.4,3226,False
3030,tvSeries,"Drama,Romance,Sci-Fi",7.7,1552,False
3031,movie,"Comedy,Drama",5.2,579,False
3032,movie,"Animation,Comedy,Drama",7.8,22302,False
3033,tvMovie,"Animation,Comedy,Drama",7.3,503,False
3034,tvMovie,"Animation,Comedy,Drama",6.3,233,False
3035,tvSeries,"Drama,Family",9.1,3218,False
3036,movie,"Drama,Mystery,War",7.4,3109,False
3037,tvSeries,Drama,6.5,20,False
3038,movie,Documentary,8.2,24670,False
3039,tvMovie,Romance,4.7,2624,False
3040,tvSeries,Drama,6.3,195,False
3041,movie,Documentary,6.7,12178,False
3042,movie,"Drama,Family",7.4,90074,False
3043,tvEpisode,"Crime,Drama,Fantasy",7.7,65,False
3044,movie,Comedy,3.4,334,False
3045,movie,Comedy,5.2,1456,False
3046,movie,Comedy,7.2,1328,False
3047,movie,"Adventure,Comedy",6.6,370,False
3048,tvMovie,"Drama,Thriller",4.4,1913,False
3049,movie,Action,6.6,307,False
3050,movie,"Biography,Drama",6.9,83860,False
3051,movie,\N,3.9,16,False
3052,movie,"Comedy,Drama,Romance",6.3,26099,False
3053,tvSeries,"Comedy,Fantasy,Mystery",8.0,1151,False
3054,movie,"Crime,Drama,Mystery",7.9,423256,False
3055,tvSeries,"Comedy,Mystery,Romance",7.3,13,False
3056,movie,Horror,2.3,48,False
3057,tvSeries,"Documentary,Fantasy",7.9,694,False
3058,movie,"Crime,Drama,Family",7.2,136,False
3059,movie,"Action,Thriller",6.3,5735,False
3060,tvEpisode,Talk-Show,8.6,5,False
3061,movie,"Action,Drama,Thriller",6.5,973,False
3062,movie,"Comedy,Family,Sport",5.8,82115,False
3063,movie,Documentary,7.2,85,False
3064,movie,"Horror,Mystery",4.7,2331,False
3065,short,"Drama,Mystery,Short",7.3,15,False
3066,movie,"Comedy,Fantasy,Romance",5.4,17699,False
3067,video,"Adult,Drama,Romance",5.4,8,True
3068,short,"Drama,Short",7.0,44,False
3069,movie,Documentary,7.6,365,False
3070,movie,"Comedy,Drama,Romance",7.1,20712,False
3071,movie,"Action,Horror,Romance",6.5,1620,False
3072,movie,"Comedy,Drama,Romance",5.5,9615,False
3073,movie,"Comedy,Drama,Romance",6.4,8302,False
3074,tvSeries,"Crime,Documentary",6.6,267,False
3075,movie,"Action,Animation,Fantasy",7.0,3840,False
3076,movie,"Action,Adventure,Animation",6.6,3669,False
3077,movie,"Action,Adventure,Animation",6.5,3360,False
3078,movie,"Action,Adventure,Animation",6.7,5713,False
3079,movie,"Drama,Thriller",3.2,1200,False
3080,movie,"Biography,Documentary,Music",6.5,263,False
3081,tvSpecial,Comedy,6.5,288,False
3082,tvMovie,Documentary,5.7,99,False
3083,tvSpecial,Comedy,7.6,1337,False
3084,movie,Drama,7.2,229,False
3085,movie,Documentary,7.1,633,False
3086,short,"Documentary,Short",7.0,930,False
3087,movie,"Action,Adventure,Mystery",6.9,306925,False
3088,movie,Comedy,3.6,3620,False
3089,movie,Comedy,6.2,206,False
3090,movie,"Action,Adventure,Animation",7.5,6076,False
3091,tvSpecial,Comedy,7.9,2852,False
3092,movie,"Action,Drama,Thriller",6.3,86,False
3093,movie,"Action,Drama,Romance",6.8,666,False
3094,tvSeries,"Action,Animation,Drama",8.5,52396,False
3095,movie,"Biography,Crime,Drama",6.9,9623,False
3096,tvSeries,Comedy,7.9,25861,False
3097,movie,"Drama,Family",5.5,411,False
3098,movie,"Drama,Fantasy",4.7,50,False
3099,movie,"Comedy,Crime,Family",5.0,22110,False
3100,short,"Short,Thriller",6.6,28,False
3101,movie,"Drama,Romance",6.4,14583,False
3102,movie,"Documentary,History",6.8,1625,False
3103,movie,"Action,Sci-Fi,Thriller",6.2,150776,False
3104,video,"Adult,Comedy,Romance",8.1,7,True
3105,movie,"Comedy,Drama,Romance",4.5,139,False
3106,movie,"Action,Adventure,Animation",6.6,14522,False
3107,tvSeries,Reality-TV,7.3,2892,False
3108,movie,"Action,Crime,Thriller",6.6,871,False
3109,tvSeries,"Biography,Music",7.9,969,False
3110,movie,"Crime,Drama,Thriller",5.8,322,False
3111,movie,Drama,6.6,826,False
3112,movie,"Drama,Thriller",6.0,14847,False
3113,movie,Comedy,5.4,1130,False
3114,tvMiniSeries,Documentary,8.2,3405,False
3115,movie,Documentary,7.9,127,False
3116,tvMiniSeries,"Crime,Documentary",7.5,17104,False
3117,movie,"Crime,Drama,Thriller",7.8,475179,False
3118,tvSeries,"Drama,Horror,Mystery",5.9,11835,False
3119,movie,"Drama,Romance",6.0,23568,False
3120,movie,"Drama,Romance",6.8,230,False
3121,movie,"Action,Thriller",6.3,68757,False
3122,tvSeries,"Action,Animation,Comedy",7.1,703,False
3123,tvSeries,"Action,Adventure,Comedy",4.4,1355,False
3124,movie,"Action,Adventure,Animation",6.1,2724,False
3125,movie,"Action,Adventure,Comedy",4.5,2945,False
3126,movie,"Comedy,Drama",7.6,3125,False
3127,tvEpisode,"Biography,Documentary",8.5,11258,False
3128,movie,"Comedy,Drama,Musical",6.6,10773,False
3129,movie,"Comedy,Drama",5.6,846,False
3130,movie,"Adventure,Animation,Comedy",7.5,2990,False
3131,tvSeries,"Comedy,Family",6.0,2254,False
3132,tvMovie,Comedy,9.0,704,False
3133,movie,"Biography,Crime,Drama",7.2,11069,False
3134,movie,"Drama,Romance,Thriller",6.3,280,False
3135,movie,"Comedy,Drama,Romance",6.3,71422,False
3136,tvSeries,"Comedy,Drama,Romance",7.3,4781,False
3137,movie,Drama,6.5,32,False
3138,tvMiniSeries,"Drama,Thriller,War",8.1,5911,False
3139,movie,"Drama,Music",6.5,3449,False
3140,movie,"Horror,Thriller",4.8,7394,False
3141,movie,Documentary,6.5,3705,False
3142,movie,"Drama,Thriller",7.5,243482,False
3143,tvSeries,"Comedy,Talk-Show",8.7,2930,False
3144,tvSpecial,"Comedy,Documentary",7.3,2219,False
3145,movie,"Adventure,Animation,Comedy",3.1,163,False
3146,movie,"Adventure,Animation,Comedy",3.3,320,False
3147,tvEpisode,"Biography,Documentary",8.1,57,False
3148,movie,"Biography,Documentary,History",7.2,364,False
3149,tvMiniSeries,"Drama,Romance",8.6,30176,False
3150,tvSeries,"Drama,Family",7.1,3567,False
3151,movie,"Crime,Drama,Thriller",7.0,35,False
3152,video,"Documentary,Short",7.5,6,False
3153,movie,Drama,6.3,710,False
3154,movie,"Documentary,Drama",7.1,1980,False
3155,movie,"Comedy,Drama",6.8,12812,False
3156,movie,"Biography,Drama",5.4,22898,False
3157,movie,"Biography,Drama",3.4,602,False
3158,tvMiniSeries,Documentary,8.3,2421,False
3159,movie,"Crime,Drama,Mystery",5.3,8313,False
3160,movie,"Comedy,Drama,Romance",6.8,27261,False
3161,movie,"Biography,Documentary,History",7.0,595,False
3162,movie,"Biography,Drama,Music",7.1,35343,False
3163,tvMiniSeries,Documentary,7.4,25,False
3164,movie,"Documentary,History",7.2,330,False
3165,tvSeries,"Crime,Documentary",5.8,209,False
3166,movie,"Biography,Documentary,Music",7.9,10490,False
3167,movie,"Comedy,Drama,Romance",6.8,23997,False
3168,movie,"Action,Drama,Sci-Fi",4.7,9881,False
3169,movie,"Action,Crime,Thriller",6.9,324340,False
3170,movie,"Crime,Thriller",6.5,362630,False
3171,tvSeries,"Crime,Drama",7.1,154,False
3172,tvSeries,"Adventure,Drama,Fantasy",6.2,8787,False
3173,movie,"Action,Adventure,Animation",7.2,70,False
3174,tvMovie,Animation,4.5,10,False
3175,movie,"Comedy,Crime,Drama",7.0,89,False
3176,movie,Comedy,5.8,4788,False
3177,movie,"Crime,Thriller",6.2,4922,False
3178,tvMiniSeries,Romance,6.8,113,False
3179,movie,"Action,Comedy,Sci-Fi",4.2,1865,False
3180,movie,Comedy,4.2,1561,False
3181,tvMovie,Comedy,7.8,2739,False
3182,movie,"Comedy,Romance",4.9,8098,False
3183,movie,"Comedy,Drama,Romance",5.0,37,False
3184,movie,"Action,Adventure,Drama",7.3,107629,False
3185,movie,"Adventure,Animation,Drama",7.1,1478,False
